route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),19:30,09h 30m,05:00,3.8,INR 1999,2 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Jolly Tours and Travels,VE A/C Sleeper (2+1),17:30,11h 15m,04:45,3.6,INR 2199,4 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),18:30,12h 25m,06:55,3.6,INR 1600,1 Seat available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,11h 00m,06:00,3.7,INR 1850,2 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,10h 00m,08:00,3.8,INR 1950,4 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,09h 00m,07:30,3.6,INR 1799,30 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Travels,NON A/C Seater (2+2),16:45,12h 50m,05:35,2.3,INR 700,2 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,11h 00m,03:30,2.8,INR 1699,1 Seat available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Gujarat Travels,AC Sleeper (2+1),15:25,08h 25m,23:50,1.7,INR 1500,8 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Hans Travels (I) Private Limited,A/C Sleeper (2+1),15:30,08h 45m,00:15,2.3,INR 1500,1 Seat available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Sharma Travels,A/C Sleeper (2+1),17:30,09h 45m,03:15,1.8,INR 1748,18 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,AAINATH TRAVELS,A/C Sleeper (2+1),21:30,09h 00m,06:30,1.2,INR 1499,2 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Sharma Travels,A/C Sleeper (2+1),17:30,11h 30m,05:00,1.5,INR 1800,2 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Patil Travels,A/C Sleeper (2+1),15:30,13h 00m,04:30,2.4,INR 1748,11 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Roshan Travels,A/C Sleeper (2+1),19:00,11h 30m,06:30,2.8,INR 1900,2 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,10h 00m,08:31,2.7,INR 1799,25 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Jolly Tours and Travels,A/C Sleeper (2+1),18:30,11h 15m,05:45,1.9,INR 1999,3 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,PVS Tours and Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,10h 00m,06:00,3.4,INR 4000,36 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Gujarat Travels,A/C Sleeper (2+1),20:00,11h 10m,07:10,3.3,INR 2000,15 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Kokan Holidays - Muskan,NON A/C Sleeper (2+1),16:00,12h 43m,04:43,1.8,INR 1299,9 Seats available
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Kokan Holidays,NON A/C Sleeper (2+1),18:02,11h 58m,06:00,1.8,INR 3000,32 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Zingbus Plus,VE A/C Sleeper (2+1),20:00,15h 55m,11:55,4.5,1046,12 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Zingbus Plus,AC Sleeper (2+1),17:00,16h 55m,09:55,4.3,1000,14 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shubham Vailankanni Travels,VE A/C Sleeper (2+1),17:30,16h 45m,10:15,4.5,INR 1000,16 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,AdMascot Travels(M.Dev),A/C Sleeper (2+1),19:00,17h 15m,12:15,3.7,INR 1000,13 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:00,16h 55m,10:55,4.4,1000,19 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Atmaram Manish Travels,A/C Sleeper (2+1),16:50,16h 25m,09:15,4.0,INR 1000,14 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,IntrCity SmartBus,AC Sleeper (2+1),16:30,16h 15m,08:45,4.4,INR 1000,10 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,AdShubhra Sharma Tourist Service,A/C Sleeper (2+1),16:50,17h 30m,10:20,3.8,INR 1000,17 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Atmaram Manish Travels,NON A/C Seater (2+2),15:20,15h 55m,07:15,4.6,INR 700,15 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:55,13h 40m,09:35,4.1,1200,2 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,IntrCity SmartBus,AC Sleeper (2+1),19:40,14h 35m,10:15,4.4,INR 1053,10 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,IntrCity SmartBus,AC Sleeper (2+1),17:15,15h 30m,08:45,4.4,INR 1008,8 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),15:25,16h 05m,07:30,4.0,INR 1119,1 Seat available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Rajdhani Travels Corporation,A/C Sleeper (2+1),20:55,13h 10m,10:05,4.7,1100,5 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shubham Vailankanni Travels,VE A/C Sleeper (2+1),21:00,15h 35m,12:35,3.4,INR 1000,19 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Konkan Travels National,A/C Sleeper (2+1),18:00,16h 55m,10:55,3.8,INR 1000,18 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (40),Bharat Benz A/C Sleeper (2+1),20:00,17h 15m,13:15,3.2,INR 1019,22 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin travel house,A/C Sleeper (2+1),17:45,17h 00m,10:45,3.7,INR 1019,20 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Atmaram Travels,NON A/C Sleeper (2+1),18:00,16h 15m,10:15,3.1,INR 800,12 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin travel house,Bharat Benz A/C Sleeper (2+1),21:30,15h 45m,13:15,3.8,INR 1119,19 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Konkan Travels Mujawar,NON A/C Sleeper (2+1),18:50,16h 55m,11:45,3.6,INR 800,11 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin travel house,A/C Sleeper (2+1),19:00,16h 45m,11:45,3.8,INR 1019,21 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Abhishek Vishal Travels,A/C Sleeper (2+1),17:20,16h 55m,10:15,3.3,INR 1000,19 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Vaibhav travels,A/C Sleeper (2+1),18:00,18h 00m,12:00,3.8,INR 1000,19 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,VRL Travels,A/C Sleeper (2+1),19:00,14h 45m,09:45,3.0,INR 1100,6 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Konkan Travels National,NON A/C Sleeper (2+1),19:25,14h 20m,09:45,3.8,INR 800,7 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (39),A/C Sleeper (2+1),15:45,16h 45m,08:30,3.3,INR 1019,5 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shubham Saijyoti Travels,A/C Sleeper (2+1),19:30,16h 00m,11:30,3.8,INR 1000,19 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Naik Tours And Travels,NON A/C Sleeper (2+1),15:25,15h 20m,06:45,3.9,INR 800,3 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Sanvi Travels - Shree,A/C Sleeper (2+1),17:00,16h 30m,09:30,3.6,INR 1000,17 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Global Travel Agency (GTA),A/C Sleeper (2+1),17:50,17h 45m,11:35,3.9,INR 1000,23 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shubhra Sharma Tourist Services,A/C Sleeper (2+1),16:46,17h 45m,10:31,3.2,INR 1000,17 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shivrameshwar Bane Tours & Travels,A/C Sleeper (2+1),18:00,16h 15m,10:15,3.9,INR 5000,30 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Atmaram Manish Travels,A/C Sleeper (2+1),16:50,16h 15m,09:05,3.3,INR 1000,12 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Vaibhav travels,A/C Sleeper (2+1),19:15,16h 15m,11:30,3.1,INR 3000,36 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,PVS Tours and Travels,A/C Seater Push Back (2+2),18:35,14h 10m,08:45,3.4,INR 3000,45 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mascot Travels(Patil),A/C Sleeper (2+1),17:15,17h 00m,10:15,2.1,INR 1000,19 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Abhishek Vishal Travels,A/C Sleeper (2+1),16:00,16h 40m,08:40,2.3,INR 1000,10 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Abhishek Vishal Travels,NON A/C Push Back (2+2),15:20,15h 50m,07:10,2.5,INR 600,12 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Anand Travels,NON A/C Sleeper (2+1),19:00,13h 00m,08:00,2.4,INR 800,13 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Roshan Travels,A/C Sleeper (2+1),16:45,16h 30m,09:15,2.7,INR 1000,24 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,GANESH PRASAD TRAVELS,NON A/C Seater (2+2),20:00,13h 55m,09:55,2.5,INR 2500,49 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,SAI BHAKTI HOLIDAYS,A/C Sleeper (2+1),15:30,16h 15m,07:45,2.2,INR 5000,30 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,SAI BHAKTI HOLIDAYS,A/C Sleeper (2+1),19:15,15h 00m,10:15,2.2,INR 5000,30 Seats available
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,GANESH PRASAD TRAVELS,A/C Seater (2+2),21:00,13h 55m,10:55,2.5,INR 2500,49 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30,13h 30m,08:00,4.0,INR 1400,1 Seat available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,"National Travels,Goa",A/C Sleeper (2+1),19:30,15h 00m,10:30,4.2,INR 1600,3 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Vailankanni Travels - Mujawar,NON A/C Sleeper (2+1),19:40,13h 20m,09:00,4.1,INR 1200,4 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Travels,A/C Sleeper (2+1),19:30,14h 00m,09:30,4.4,INR 1900,1 Seat available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,IntrCity SmartBus,AC Sleeper (2+1),19:30,14h 10m,09:40,4.4,INR 2478,4 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,15h 05m,11:05,4.2,INR 1899,5 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,IntrCity SmartBus,AC Sleeper (2+1),18:30,14h 30m,09:00,4.3,INR 2599,3 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,IntrCity SmartBus,AC Sleeper (2+1),21:00,14h 20m,11:20,4.2,INR 2286,7 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,13h 30m,05:00,4.2,INR 1899,1 Seat available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Zingbus Plus,VE A/C Sleeper (2+1),20:25,15h 30m,11:55,4.5,1831,4 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Patil Travels,A/C Sleeper (2+1),17:00,15h 30m,08:30,4.0,INR 1748,11 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),16:25,14h 30m,06:55,4.0,INR 1800,4 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Naik Tours And Travels,NON A/C Sleeper (2+1),16:20,14h 25m,06:45,3.9,INR 1300,3 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Sai Travels - SaI Jyoti,A/C Sleeper (2+1),18:30,13h 30m,08:00,3.1,INR 1600,15 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:40,14h 20m,11:00,3.8,INR 1600,1 Seat available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Vishal),A/C Sleeper (2+1),17:30,15h 00m,08:30,3.8,INR 1699,8 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Anand Travels,NON A/C Sleeper (2+1),19:30,13h 00m,08:30,3.4,INR 1000,1 Seat available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels(M.Dev),A/C Sleeper (2+1),21:02,14h 10m,11:12,3.4,INR 1550,18 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,14h 10m,12:41,3.3,INR 1799,25 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Roshan Travels,A/C Sleeper (2+1),20:30,14h 00m,10:30,3.6,INR 1900,2 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,14h 45m,07:15,3.9,INR 1699,1 Seat available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Jolly Tours and Travels,VE A/C Sleeper (2+1),18:25,12h 05m,06:30,3.9,INR 2199,4 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),18:30,16h 35m,11:05,3.5,INR 1850,6 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,14h 35m,12:35,3.9,INR 1950,4 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,PSR Travels Goa,A/C Seater / Sleeper (2+1),20:30,13h 30m,10:00,3.6,INR 1449,25 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,14h 00m,12:30,3.8,INR 1799,30 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Gujarat Travels,A/C Sleeper (2+1),19:45,14h 40m,10:25,3.5,INR 2000,15 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,PVS Tours and Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:30,12h 50m,09:20,3.4,INR 4000,36 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Travels,Non AC Seater (2+2),18:30,14h 30m,09:00,2.9,INR 900,2 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Sharma Travels,A/C Sleeper (2+1),19:00,13h 50m,08:50,2.4,INR 1748,16 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Jolly Tours and Travels,A/C Sleeper (2+1),19:25,12h 05m,07:30,2.3,INR 1999,4 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Gujarat Travels,AC Sleeper (2+1),15:25,11h 40m,03:05,2.3,INR 1500,8 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,AAINATH TRAVELS,A/C Sleeper (2+1),21:30,14h 40m,12:10,1.7,INR 1499,2 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,PVS Tours and Travels,A/C Sleeper (2+1),20:30,12h 50m,09:20,2.6,INR 1799,11 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Kokan Holidays,Non AC Seater (2+2),17:00,14h 30m,07:30,1.8,INR 2100,4 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Kokan Holidays - Muskan,NON A/C Sleeper (2+1),16:00,14h 30m,06:30,2.2,INR 1299,9 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Sharma Travels,A/C Sleeper (2+1),19:00,16h 00m,11:00,2.3,INR 1800,10 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,GANESH PRASAD TRAVELS,A/C Seater (2+2),18:20,13h 50m,08:10,2.5,INR 2500,49 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Roshan Travels,Benz A/C Sleeper (2+1),17:00,15h 20m,08:20,2.8,INR 3500,30 Seats available
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,GANESH PRASAD TRAVELS,NON A/C Seater (2+2),17:00,15h 10m,08:10,2.5,INR 2000,49 Seats available
Belagavi to Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa,S R Travels,NON A/C Sleeper (2+1),01:00,05h 00m,06:00,2.4,INR 799,4 Seats available
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Kadamba Transport Corporation Limited (KTCL) - 141293,Volvo AC Seater 2+2,19:45,12h 30m,08:15,3.8,INR 800,26 Seats available
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Streamline tours and travels,A/C Sleeper (2+1),21:00,13h 00m,10:00,4.2,INR 1000,16 Seats available
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sunrise Tours and Travels,A/C Sleeper (2+1),20:15,12h 30m,08:45,4.2,INR 999,9 Seats available
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,IntrCity SmartBus,AC Sleeper (2+1),21:30,13h 50m,11:20,4.0,INR 799,27 Seats available
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,13h 15m,10:15,4.5,INR 1099,9 Seats available
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sunrise Tours and Travels,Bharat Benz A/C Sleeper (2+1),21:20,12h 05m,09:25,4.5,INR 999,4 Seats available
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Jolly Tours and Travels,A/C Sleeper (2+1),20:45,14h 00m,10:45,4.3,INR 1000,8 Seats available
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sea Bird Tourist,NON A/C Sleeper (2+1),18:00,13h 30m,07:30,3.3,INR 800,14 Seats available
